milestones_total,milestones_completed,milestones_completion_pct,milestones_on_time_pct,time_elapsed_pct,schedule_variance,delivery_velocity,budget_used_pct,budget_efficiency,resource_availability,resource_availability_code,collaborators,sdg_confidence_avg,project_status
14,9,0.6765,0.7153,0.8034,-0.1269,11.2023,84.82,0.7883,Low,0,10,0.694,At Risk
14,10,0.7141,0.7701,0.769,-0.0549,13.0043,41.74,1.6706,High,2,5,0.821,At Risk
10,9,0.9017,0.7891,0.7737,0.1281,11.6326,6.91,11.4003,Medium,1,2,0.836,On Track
20,8,0.3907,0.4341,0.5174,-0.1267,15.4624,30.2,1.2521,High,2,2,0.815,At Risk
22,17,0.7811,1.0,0.7691,0.0119,22.103,32.64,2.3216,Medium,1,11,0.768,On Track
16,13,0.8168,0.9188,0.7925,0.0243,16.4034,38.47,2.0692,High,2,12,0.746,On Track
6,3,0.5464,0.7076,0.5338,0.0126,5.6203,55.1,0.9741,High,2,5,0.656,On Track
8,4,0.4461,0.3974,0.4167,0.0295,9.6004,46.73,0.9348,Medium,1,11,0.5,On Track
8,5,0.5877,0.574,0.5362,0.0515,9.3241,50.02,1.1519,Low,0,12,0.603,On Track
23,7,0.3194,0.3418,0.143,0.1764,48.9551,7.32,3.8378,High,2,12,0.856,On Track
25,9,0.3792,0.255,0.468,-0.0888,19.2301,38.98,0.9484,Medium,1,2,0.827,At Risk
15,5,0.313,0.4515,0.1515,0.1615,33.0139,19.61,1.5186,High,2,7,0.708,On Track
13,7,0.5156,0.7726,0.5081,0.0076,13.7774,32.14,1.5559,Low,0,7,0.839,On Track
15,15,0.99,1.0,0.8494,0.1406,17.6595,63.46,1.5359,Medium,1,8,0.475,On Track
13,1,0.0397,0.0,0.1515,-0.1118,6.6014,55.12,0.0708,High,2,6,0.875,At Risk
8,3,0.3341,0.2355,0.5133,-0.1792,5.8441,55.72,0.5891,High,2,12,0.554,At Risk
7,7,0.99,0.9162,0.8642,0.1258,8.1003,54.53,1.7827,Medium,1,9,0.638,On Track
19,5,0.248,0.1014,0.2795,-0.0315,17.8882,66.47,0.3676,Medium,1,7,0.843,At Risk
24,13,0.5497,0.6248,0.8214,-0.2718,15.8262,31.65,1.6837,High,2,5,0.799,At Risk
7,1,0.141,0.0,0.1078,0.0333,9.2786,21.2,0.6353,High,2,4,0.316,At Risk
13,5,0.3499,0.5297,0.2914,0.0584,17.1557,20.5,1.6269,Low,0,11,0.716,On Track
5,3,0.5356,0.5579,0.5785,-0.0429,5.1856,35.55,1.4654,High,2,7,0.551,On Track
5,4,0.793,0.8099,0.7808,0.0122,5.1229,76.79,1.0194,Medium,1,9,0.914,On Track
3,1,0.3298,0.6155,0.4138,-0.084,2.4167,10.84,2.7844,Medium,1,10,0.573,At Risk
24,12,0.4824,0.6376,0.5954,-0.113,20.1552,8.41,5.1237,High,2,4,0.94,At Risk
21,10,0.4543,0.5427,0.3529,0.1014,28.3374,70.45,0.6359,Medium,1,7,0.815,At Risk
15,7,0.4786,0.6894,0.4802,-0.0016,14.5772,49.04,0.9565,Low,0,4,0.379,On Track
21,19,0.8816,0.6005,0.5625,0.319,33.7759,42.35,2.0336,Medium,1,12,0.782,On Track
11,8,0.7707,0.7133,0.6651,0.1057,12.0292,33.08,2.2612,Low,0,11,0.918,On Track
7,0,0.0287,0.2205,0.2576,-0.2289,0.0,68.0,0.0415,Medium,1,3,0.676,At Risk
10,3,0.2827,0.3417,0.4249,-0.1421,7.061,68.54,0.4066,Low,0,11,0.854,At Risk
10,7,0.6606,0.8405,0.6933,-0.0327,10.0966,40.95,1.5746,Medium,1,9,0.806,On Track
6,1,0.2059,0.2933,0.4484,-0.2425,2.2301,89.35,0.2279,High,2,5,0.815,Delayed
4,4,0.9381,0.8836,0.9255,0.0126,4.3221,34.88,2.6142,Low,0,12,0.851,On Track
23,11,0.4723,0.727,0.4632,0.0091,23.7487,34.26,1.3395,Medium,1,7,0.831,On Track
12,2,0.198,0.2341,0.0712,0.1268,28.0869,59.14,0.3293,Medium,1,3,0.459,At Risk
23,17,0.7334,0.7761,0.8159,-0.0825,20.8362,32.98,2.1587,High,2,12,0.788,At Risk
25,1,0.045,0.0,0.2127,-0.1677,4.7007,23.12,0.1867,High,2,7,0.445,At Risk
22,22,0.99,1.0,0.9613,0.0287,22.8848,27.8,3.4369,High,2,5,0.778,On Track
25,4,0.1641,0.2477,0.459,-0.295,8.714,55.72,0.2892,Low,0,2,0.879,At Risk
22,5,0.218,0.1491,0.2725,-0.0545,18.3508,64.72,0.3316,Medium,1,10,0.73,At Risk
19,8,0.4249,0.6273,0.4477,-0.0228,17.8705,26.02,1.5727,Low,0,5,0.911,On Track
22,16,0.7167,0.6283,0.8123,-0.0956,19.6971,92.19,0.7691,High,2,4,0.914,At Risk
10,7,0.7228,0.5775,0.5628,0.1601,12.4385,3.0,18.071,Medium,1,5,0.952,On Track
6,0,0.0644,0.0192,0.3688,-0.3044,0.0,37.05,0.1692,Medium,1,6,0.789,At Risk
24,4,0.1718,0.1511,0.1373,0.0345,29.1256,22.67,0.7258,High,2,10,0.902,At Risk
5,0,0.0959,0.0,0.0717,0.0242,0.0,4.95,1.6097,Medium,1,6,0.624,On Track
3,1,0.2677,0.375,0.0963,0.1714,10.3865,42.42,0.6166,Medium,1,12,0.429,At Risk
19,7,0.3513,0.0792,0.1945,0.1568,35.9873,32.17,1.0591,High,2,2,0.612,On Track
6,2,0.3873,0.2842,0.3721,0.0152,5.3747,22.38,1.6564,Medium,1,6,0.885,On Track
9,4,0.4528,0.4008,0.1663,0.2865,24.0468,16.52,2.5843,High,2,1,0.449,On Track
17,5,0.2733,0.5392,0.4044,-0.1311,12.3648,60.94,0.4412,Medium,1,11,0.621,At Risk
7,5,0.7788,0.614,0.4316,0.3472,11.5848,70.21,1.0937,Medium,1,8,0.962,On Track
11,7,0.6253,0.5152,0.6419,-0.0166,10.9054,43.47,1.4061,Low,0,9,0.837,On Track
4,2,0.5316,0.2784,0.4384,0.0932,4.5618,48.44,1.0754,Medium,1,8,0.731,On Track
21,6,0.3023,0.53,0.2721,0.0303,22.0524,13.93,2.0246,High,2,9,0.819,On Track
22,15,0.6994,0.7803,0.5297,0.1697,28.3185,57.32,1.1993,Medium,1,1,0.74,On Track
4,1,0.291,0.3868,0.3798,-0.0887,2.6331,65.83,0.4355,Medium,1,9,0.953,At Risk
17,4,0.2321,0.0186,0.1421,0.09,28.1399,46.53,0.4884,High,2,2,0.841,At Risk
18,10,0.5431,0.4127,0.4226,0.1205,23.6656,5.73,8.069,Medium,1,4,0.951,On Track
12,2,0.1688,0.2738,0.1418,0.027,14.101,57.98,0.2862,Medium,1,11,0.589,At Risk
13,7,0.524,0.24,0.2387,0.2853,29.3264,31.73,1.6007,Medium,1,6,0.459,On Track
19,5,0.2868,0.3505,0.275,0.0118,18.1795,29.04,0.9549,Medium,1,10,0.821,On Track
10,5,0.5192,0.6038,0.4726,0.0466,10.5803,77.09,0.6649,High,2,4,0.886,At Risk
20,10,0.4994,0.4839,0.4722,0.0272,21.1792,34.82,1.3939,High,2,4,0.761,On Track
12,7,0.5984,0.4301,0.4597,0.1387,15.2261,36.59,1.5921,Medium,1,10,0.837,On Track
20,10,0.5214,0.408,0.4005,0.121,24.9711,65.98,0.7785,Medium,1,12,0.726,At Risk
3,2,0.5457,0.5043,0.5207,0.025,3.8408,62.91,0.8538,Medium,1,4,0.715,On Track
8,3,0.3675,0.5338,0.4302,-0.0626,6.9742,69.28,0.523,Low,0,1,0.742,At Risk
19,10,0.5483,0.6447,0.4676,0.0807,21.3865,49.73,1.0808,Medium,1,5,0.681,On Track
16,0,0.002,0.0347,0.1869,-0.1849,0.0,29.59,0.0064,High,2,6,0.653,At Risk
5,0,0.0658,0.2328,0.083,-0.0172,0.0,47.79,0.1349,Medium,1,11,0.763,At Risk
11,4,0.3409,0.3503,0.3883,-0.0474,10.3021,38.27,0.8682,Low,0,12,0.936,On Track
5,2,0.3867,0.546,0.2577,0.129,7.7604,32.71,1.1472,High,2,10,0.648,On Track
6,3,0.5376,0.6577,0.5074,0.0302,5.9126,3.0,13.4404,Medium,1,7,0.528,On Track
15,9,0.63,0.5311,0.7086,-0.0787,12.7003,60.51,1.0241,Low,0,9,0.918,At Risk
21,16,0.7766,0.7094,0.8369,-0.0603,19.1187,63.35,1.2068,High,2,7,0.743,At Risk
10,5,0.4813,0.2661,0.301,0.1802,16.6088,64.45,0.7354,Medium,1,11,0.737,At Risk
4,2,0.4942,0.3357,0.3953,0.0988,5.0589,43.24,1.1171,High,2,6,0.727,On Track
20,1,0.0509,0.0336,0.0759,-0.025,13.1757,53.38,0.0935,Low,0,6,0.877,At Risk
24,6,0.2367,0.1119,0.4027,-0.166,14.9008,28.7,0.797,Low,0,5,0.902,At Risk
5,5,0.9326,1.0,0.7526,0.18,6.6436,38.2,2.379,High,2,11,0.808,Excellent
18,11,0.5861,0.641,0.4926,0.0935,22.3319,86.46,0.6701,High,2,10,0.986,At Risk
7,1,0.1714,0.3525,0.0843,0.0871,11.863,33.23,0.5009,Low,0,7,0.915,At Risk
17,0,0.0069,0.222,0.3123,-0.3054,0.0,35.83,0.0186,Medium,1,11,0.736,At Risk
25,21,0.8417,0.7061,0.7575,0.0842,27.7231,75.46,1.1009,High,2,10,0.832,On Track
17,0,0.0117,0.0,0.274,-0.2624,0.0,28.96,0.039,Low,0,4,0.575,At Risk
13,3,0.1973,0.414,0.2249,-0.0276,13.3382,66.16,0.2938,Low,0,10,0.639,At Risk
9,5,0.5689,0.6489,0.3935,0.1754,12.7051,14.51,3.6693,Medium,1,2,0.832,On Track
15,13,0.8893,1.0,0.8118,0.0775,16.0147,56.43,1.5484,Medium,1,3,0.853,On Track
12,9,0.77,0.9071,0.7208,0.0492,12.4856,62.59,1.2108,Medium,1,4,0.728,On Track
5,2,0.4846,0.4369,0.5444,-0.0598,3.674,124.91,0.3849,High,2,12,0.636,At Risk
19,8,0.4165,0.2061,0.5578,-0.1413,14.3423,25.92,1.547,Low,0,1,0.603,At Risk
17,8,0.499,0.7792,0.6411,-0.1421,12.478,53.57,0.9144,High,2,4,0.633,At Risk
25,17,0.6756,0.8854,0.6803,-0.0047,24.9906,58.42,1.1369,Low,0,12,0.794,On Track
9,2,0.2146,0.1672,0.3079,-0.0933,6.4946,19.68,1.0378,High,2,5,0.52,At Risk
9,7,0.7516,0.8226,0.7981,-0.0464,8.7711,35.53,2.0578,Medium,1,9,0.477,On Track
25,0,0.0072,0.2287,0.0895,-0.0823,0.0,3.0,0.1806,Medium,1,5,0.947,At Risk
3,2,0.8229,0.6632,0.9057,-0.0828,2.2082,92.47,0.8804,Medium,1,12,0.905,At Risk
22,14,0.6311,0.393,0.5316,0.0995,26.3364,36.34,1.6902,Medium,1,12,0.645,On Track
3,2,0.7694,0.6134,0.5442,0.2252,3.6755,69.45,1.0921,Low,0,2,0.78,On Track
14,2,0.1365,0.0951,0.1391,-0.0026,14.378,32.43,0.4083,Medium,1,4,0.727,At Risk
16,3,0.214,0.2436,0.1242,0.0898,24.1494,45.38,0.4615,Medium,1,1,0.735,At Risk
23,22,0.9677,1.0,0.8105,0.1572,27.1452,48.72,1.9461,Medium,1,12,0.684,Excellent
23,20,0.8778,0.9707,0.891,-0.0131,22.4479,18.53,4.4941,Medium,1,9,0.54,On Track
11,11,0.99,0.8709,0.8788,0.1112,12.5171,77.75,1.2572,High,2,9,0.812,On Track
14,13,0.898,0.761,0.8148,0.0832,15.9555,43.46,2.0196,Medium,1,11,0.738,On Track
8,4,0.558,0.8282,0.4724,0.0857,8.468,44.58,1.2243,High,2,10,0.667,On Track
23,7,0.3147,0.4604,0.3222,-0.0076,21.7237,25.6,1.183,High,2,6,0.301,On Track
14,7,0.4909,0.6901,0.7081,-0.2172,9.8863,18.71,2.4908,Medium,1,5,0.389,At Risk
6,2,0.4019,0.4746,0.5289,-0.127,3.7817,24.55,1.5728,Medium,1,1,0.8,At Risk
8,0,0.0091,0.0046,0.0814,-0.0723,0.0,23.2,0.0375,Low,0,12,0.578,At Risk
14,4,0.2563,0.3294,0.5569,-0.3006,7.1825,43.8,0.572,High,2,7,0.931,At Risk
3,2,0.5153,0.5108,0.6912,-0.1759,2.8936,89.42,0.5699,High,2,12,0.905,At Risk
17,7,0.4297,0.5672,0.6558,-0.2261,10.6745,48.66,0.8651,Medium,1,2,0.829,At Risk
13,5,0.398,0.4162,0.2409,0.1572,20.7571,13.02,2.838,High,2,2,0.466,On Track
7,1,0.204,0.1105,0.2044,-0.0004,4.8923,22.43,0.8705,Low,0,6,0.763,On Track
18,8,0.4578,0.4778,0.49,-0.0322,16.3277,66.25,0.6808,High,2,8,0.906,At Risk
5,2,0.4992,0.6895,0.5721,-0.0729,3.4959,55.16,0.8888,Medium,1,6,0.751,At Risk
13,10,0.7462,0.8816,0.7159,0.0304,13.9692,83.73,0.8807,Medium,1,8,0.683,On Track
7,4,0.5874,0.7327,0.5508,0.0366,7.2618,44.21,1.2994,Low,0,2,0.748,On Track
19,15,0.8113,0.6406,0.5515,0.2598,27.2004,34.51,2.2848,High,2,10,0.669,On Track
11,4,0.3826,0.2079,0.375,0.0076,10.6677,3.0,9.5643,Low,0,9,0.809,On Track
15,9,0.5692,0.7389,0.5668,0.0025,15.8798,52.47,1.0645,High,2,4,0.779,On Track
14,5,0.3902,0.5833,0.5683,-0.1782,8.7976,8.84,3.9653,Medium,1,5,0.621,At Risk
24,0,0.0,0.0,0.075,-0.075,0.0,38.84,0.0,Medium,1,1,0.411,At Risk
9,4,0.3995,0.4616,0.5022,-0.1027,7.9654,49.06,0.7981,Low,0,12,0.5,At Risk
11,6,0.5004,0.3944,0.8568,-0.3564,7.0027,38.51,1.2666,Low,0,9,0.439,At Risk
16,10,0.5986,0.7576,0.5257,0.0729,19.0213,39.6,1.4743,Medium,1,12,0.727,On Track
15,11,0.7368,0.4777,0.6609,0.0759,16.6449,60.51,1.1977,Medium,1,3,0.883,On Track
16,8,0.4868,0.1558,0.4845,0.0023,16.5128,17.76,2.5948,Low,0,3,0.594,On Track
7,4,0.6401,0.5679,0.7236,-0.0835,5.5279,34.29,1.8139,Medium,1,1,0.555,At Risk
6,4,0.6923,0.5661,0.8473,-0.1549,4.7212,70.29,0.9711,Medium,1,4,0.791,At Risk
21,0,0.0,0.3024,0.1036,-0.1036,0.0,24.91,0.0,High,2,9,0.556,At Risk
15,6,0.4091,0.3462,0.1566,0.2526,38.3202,64.84,0.6214,Medium,1,1,0.973,At Risk
3,3,0.99,1.0,0.8582,0.1318,3.4955,67.11,1.4536,Medium,1,2,0.826,On Track
17,13,0.7635,0.8069,0.8499,-0.0864,15.2956,53.47,1.4017,Medium,1,1,0.463,At Risk
9,8,0.898,0.8316,0.7579,0.1401,10.556,89.66,0.9905,Low,0,10,0.546,On Track
20,12,0.5909,0.5662,0.7738,-0.1829,15.5072,62.94,0.9242,Medium,1,2,0.686,At Risk
13,0,0.0086,0.0006,0.2611,-0.2526,0.0,10.82,0.0724,Medium,1,6,0.623,At Risk
22,8,0.3564,0.0726,0.2629,0.0935,30.4306,84.65,0.4161,Medium,1,9,0.666,At Risk
17,1,0.0586,0.0864,0.5103,-0.4517,1.9596,59.07,0.0975,Low,0,8,0.9,At Risk
23,12,0.5311,0.6209,0.6032,-0.0721,19.8925,66.07,0.7919,Medium,1,4,0.838,At Risk
3,2,0.6744,1.0,0.6669,0.0075,2.9991,14.99,4.2176,Low,0,4,0.417,On Track
9,6,0.6758,0.9774,0.5324,0.1434,11.2697,38.21,1.7235,Medium,1,6,0.803,Excellent
15,14,0.9661,1.0,0.8517,0.1144,16.4375,44.72,2.1129,Medium,1,2,0.942,Excellent
6,4,0.7009,0.596,0.8297,-0.1288,4.8208,53.63,1.2829,High,2,10,0.802,At Risk
7,1,0.1944,0.1257,0.5174,-0.323,1.9328,58.25,0.3281,Low,0,4,0.726,At Risk
17,9,0.5003,0.5642,0.4284,0.0719,21.008,42.56,1.1485,High,2,8,0.879,On Track
21,13,0.64,0.4736,0.7193,-0.0793,18.0725,70.37,0.8967,Medium,1,10,0.743,At Risk
23,9,0.3776,0.3482,0.2224,0.1552,40.4649,60.88,0.6102,Medium,1,11,0.619,At Risk
25,13,0.5264,0.5794,0.5555,-0.0291,23.4018,54.75,0.9442,Medium,1,8,0.433,On Track
5,3,0.6546,0.6951,0.5166,0.138,5.8072,54.99,1.1693,High,2,10,0.78,On Track
4,2,0.5007,0.0545,0.6337,-0.133,3.1562,78.69,0.6283,Low,0,8,0.84,At Risk
8,6,0.7758,0.7817,0.5928,0.1829,10.1208,58.03,1.3141,High,2,7,0.664,On Track
23,13,0.554,0.5847,0.8035,-0.2495,16.1787,46.25,1.1725,Low,0,11,0.734,At Risk
25,11,0.4311,0.4059,0.3902,0.041,28.1928,43.99,0.9584,High,2,4,0.918,On Track
25,16,0.6599,0.6399,0.6451,0.0148,24.8022,38.98,1.6505,Medium,1,11,0.314,On Track
18,8,0.4475,0.4737,0.3412,0.1064,23.4478,71.49,0.6174,Medium,1,12,0.401,At Risk
18,9,0.4794,0.5021,0.3533,0.1261,25.4755,4.86,8.1798,Medium,1,10,0.714,On Track
7,3,0.4371,0.4653,0.455,-0.0179,6.5936,63.53,0.6772,High,2,2,0.695,At Risk
18,18,0.99,1.0,0.9027,0.0873,19.9409,63.45,1.536,Low,0,10,0.854,On Track
15,15,0.9808,0.9166,0.8457,0.1352,17.7375,67.04,1.4415,High,2,2,0.558,On Track
25,13,0.5038,0.489,0.5024,0.0014,25.878,15.22,3.1049,Low,0,4,0.827,On Track
10,6,0.6397,0.4566,0.6086,0.0311,9.8593,31.63,1.9604,Low,0,1,0.704,On Track
15,12,0.7884,0.7396,0.7219,0.0665,16.6237,16.96,4.3898,Medium,1,10,0.888,On Track
10,5,0.5471,0.6623,0.2999,0.2473,16.675,62.27,0.8647,Medium,1,11,0.559,On Track
23,14,0.6303,0.7376,0.7738,-0.1435,18.0929,62.83,0.9875,Low,0,1,0.548,At Risk
10,5,0.4623,0.7097,0.5945,-0.1321,8.4111,16.56,2.6329,Medium,1,2,0.962,At Risk
9,4,0.4884,0.508,0.5241,-0.0358,7.6315,33.55,1.4134,High,2,1,0.578,On Track
4,2,0.54,0.3393,0.6031,-0.0631,3.3164,38.61,1.363,High,2,8,0.314,At Risk
4,2,0.6043,0.7107,0.487,0.1173,4.1065,48.48,1.2212,Medium,1,7,0.687,On Track
10,8,0.8481,1.0,0.6112,0.2369,13.0887,52.08,1.5978,Low,0,4,0.614,On Track
24,10,0.4126,0.5595,0.4903,-0.0777,20.3954,16.2,2.3994,High,2,1,0.736,At Risk
20,20,0.99,1.0,0.9464,0.0436,21.1318,57.92,1.6802,Low,0,11,0.853,On Track
21,2,0.1078,0.0039,0.1308,-0.023,15.285,24.0,0.4314,Medium,1,7,0.462,At Risk
11,5,0.4576,0.5346,0.3612,0.0964,13.8437,52.55,0.8544,Medium,1,1,0.525,On Track
7,4,0.5287,0.3792,0.7082,-0.1795,5.6481,61.34,0.8481,Low,0,8,0.459,At Risk
3,2,0.7998,0.6758,0.7107,0.0891,2.8141,45.68,1.7134,Medium,1,8,0.95,On Track
6,4,0.6833,0.7538,0.4121,0.2712,9.7066,41.54,1.6061,Medium,1,12,0.574,On Track
6,1,0.2458,0.0657,0.4589,-0.2131,2.179,34.44,0.6935,Low,0,3,0.655,At Risk
7,3,0.3591,0.3571,0.2896,0.0695,10.3599,37.54,0.9317,Medium,1,9,0.629,On Track
8,7,0.8133,0.9291,0.8644,-0.0511,8.0983,48.63,1.6388,High,2,10,0.937,At Risk
19,7,0.3542,0.4965,0.2317,0.1225,30.2175,46.68,0.7429,Low,0,6,0.931,At Risk
6,6,0.9883,0.9525,0.879,0.1093,6.8256,50.02,1.9372,Low,0,9,0.791,On Track
15,14,0.9013,0.8723,0.7362,0.165,19.0154,45.78,1.9268,Medium,1,1,0.667,Excellent
5,3,0.5524,0.6102,0.7555,-0.2031,3.9709,60.84,0.8933,Medium,1,1,0.681,At Risk
20,6,0.3037,0.3679,0.3827,-0.0789,15.6799,35.0,0.8437,High,2,11,0.791,At Risk
5,4,0.7193,0.9837,0.4511,0.2682,8.8671,37.53,1.8669,High,2,9,0.616,Excellent
20,4,0.1931,0.3347,0.2677,-0.0746,14.9434,66.83,0.2847,Medium,1,10,0.605,At Risk
22,17,0.753,0.9667,0.8238,-0.0708,20.635,80.92,0.9193,Medium,1,10,0.837,At Risk
20,7,0.3446,0.0986,0.3663,-0.0217,19.1109,51.61,0.655,Low,0,2,0.919,At Risk
25,15,0.5806,0.5459,0.5609,0.0198,26.7444,32.44,1.7365,Medium,1,1,0.499,On Track
24,18,0.7398,0.5362,0.8001,-0.0604,22.4962,46.92,1.5437,Medium,1,9,0.398,At Risk
22,9,0.4118,0.4692,0.5651,-0.1533,15.9259,17.89,2.1807,Medium,1,5,0.9,At Risk
17,9,0.5511,0.605,0.511,0.0401,17.6129,34.83,1.538,Low,0,7,0.865,On Track
24,19,0.7759,1.0,0.5424,0.2335,35.0305,47.96,1.5847,High,2,1,0.764,Excellent
20,13,0.6639,0.4169,0.4818,0.182,26.9801,44.9,1.4464,High,2,12,0.879,On Track
9,6,0.7165,0.6936,0.9216,-0.2051,6.5102,64.1,1.1007,High,2,1,0.88,At Risk
8,8,0.959,1.0,0.8794,0.0796,9.0967,89.85,1.0557,High,2,9,0.742,On Track
17,0,0.0,0.0,0.0748,-0.0748,0.0,35.7,0.0,Medium,1,4,0.773,At Risk
6,3,0.5239,0.4547,0.4169,0.107,7.1958,55.64,0.9249,Medium,1,12,0.725,On Track
23,1,0.0283,0.3171,0.0877,-0.0594,11.4015,33.3,0.0826,Medium,1,12,0.91,At Risk
9,4,0.3996,0.4573,0.5163,-0.1167,7.7473,42.2,0.925,Medium,1,11,0.505,At Risk
16,9,0.5537,0.4417,0.392,0.1618,22.9605,45.99,1.1783,Medium,1,2,0.666,On Track
22,8,0.3611,0.2873,0.4142,-0.0531,19.3137,11.79,2.824,Medium,1,2,0.815,At Risk
20,13,0.6729,0.5017,0.5179,0.155,25.1006,61.28,1.0805,High,2,9,0.756,On Track
14,3,0.2117,0.3564,0.4558,-0.244,6.5821,50.94,0.4077,Medium,1,11,0.797,At Risk
6,2,0.2812,0.5069,0.2804,0.0008,7.1328,43.6,0.6305,Low,0,2,0.825,At Risk
10,3,0.311,0.3629,0.496,-0.185,6.0489,84.36,0.3643,Medium,1,2,0.893,At Risk
5,0,0.0,0.0,0.321,-0.321,0.0,41.95,0.0,Medium,1,6,0.501,At Risk
11,4,0.3859,0.3795,0.5894,-0.2035,6.7863,53.58,0.7071,Low,0,5,0.574,At Risk
12,7,0.5696,0.9083,0.5875,-0.0179,11.9141,62.23,0.901,Medium,1,5,0.923,On Track
7,6,0.8256,1.0,0.6231,0.2025,9.629,42.19,1.9117,Medium,1,8,0.4,Excellent
22,11,0.4927,0.3451,0.4078,0.0849,26.9746,54.0,0.8957,Medium,1,10,0.713,On Track
13,10,0.7718,0.8837,0.8137,-0.0419,12.2895,47.67,1.5859,Medium,1,4,0.874,On Track
3,2,0.6744,0.8326,0.55,0.1244,3.6362,59.71,1.1109,Medium,1,2,0.624,On Track
5,2,0.4404,0.2433,0.2521,0.1883,7.9335,86.7,0.5021,High,2,1,0.541,At Risk
6,4,0.7459,0.8372,0.7173,0.0286,5.5768,41.97,1.7357,Medium,1,11,0.718,On Track
25,25,0.99,0.9104,0.7628,0.2272,32.7758,59.92,1.625,Medium,1,10,0.735,On Track
9,7,0.7756,0.6718,0.6233,0.1523,11.231,72.64,1.0533,Low,0,9,0.699,On Track
15,7,0.4577,0.3201,0.7753,-0.3176,9.029,35.44,1.256,High,2,8,0.611,At Risk
16,14,0.8873,0.8434,0.6322,0.2551,22.1465,66.89,1.3069,Low,0,10,0.632,On Track
21,12,0.5573,0.8346,0.7075,-0.1502,16.96,64.26,0.854,Medium,1,11,0.756,At Risk
9,5,0.5524,0.687,0.4647,0.0877,10.7587,64.33,0.8456,High,2,12,0.715,On Track
5,0,0.0,0.0,0.1855,-0.1855,0.0,78.07,0.0,Low,0,1,0.622,At Risk
4,2,0.4514,0.4702,0.5047,-0.0533,3.9629,64.78,0.6862,High,2,12,0.462,At Risk
3,2,0.5796,0.5809,0.6955,-0.116,2.8755,31.36,1.7909,Medium,1,11,0.364,At Risk
24,13,0.5338,0.4729,0.3873,0.1465,33.5639,52.83,0.9916,Medium,1,3,0.511,On Track
16,5,0.2951,0.3099,0.4198,-0.1247,11.9101,3.0,7.377,High,2,1,0.768,At Risk
8,6,0.7567,0.8957,0.8015,-0.0448,7.4861,68.66,1.0863,High,2,10,0.724,On Track
12,11,0.906,0.8229,0.9282,-0.0222,11.851,89.65,0.9994,High,2,8,0.793,On Track
11,11,0.99,1.0,0.7905,0.1995,13.9149,3.0,24.75,Medium,1,12,0.335,Excellent
7,4,0.5747,0.3479,0.712,-0.1373,5.6179,57.44,0.9834,Low,0,5,0.899,At Risk
12,12,0.99,0.807,0.8075,0.1825,14.8609,38.49,2.507,Low,0,6,0.567,On Track
3,2,0.5686,0.4894,0.6466,-0.078,3.0932,54.09,1.032,Low,0,6,0.9,At Risk
15,9,0.5782,0.6183,0.4774,0.1008,18.8531,47.62,1.1892,Medium,1,2,0.481,On Track
8,0,0.0301,0.0,0.2179,-0.1879,0.0,36.11,0.0811,Low,0,8,0.735,At Risk
8,3,0.4224,0.5105,0.3933,0.0291,7.6278,68.97,0.6037,High,2,11,0.382,At Risk
23,7,0.2992,0.2185,0.1893,0.1099,36.985,46.94,0.6241,Medium,1,8,0.824,At Risk
22,5,0.2092,0.3592,0.2621,-0.0529,19.0767,51.9,0.3955,Medium,1,6,0.519,At Risk
11,6,0.5539,0.8049,0.5354,0.0185,11.2066,18.81,2.7954,High,2,4,0.859,On Track
3,2,0.6989,0.628,0.5745,0.1244,3.4815,36.65,1.8562,High,2,7,0.901,On Track
20,6,0.296,0.4135,0.3189,-0.0229,18.817,38.87,0.7423,Medium,1,1,0.753,At Risk
13,3,0.2021,0.1926,0.331,-0.1289,9.0631,33.73,0.582,High,2,4,0.62,At Risk
20,7,0.3318,0.5116,0.2224,0.1094,31.4737,22.69,1.4005,High,2,6,0.924,On Track
13,10,0.7354,0.8646,0.6884,0.047,14.5267,54.8,1.318,High,2,1,0.724,On Track
10,8,0.782,0.7743,0.8782,-0.0962,9.1098,72.12,1.0695,Medium,1,6,0.816,At Risk
5,2,0.3636,0.284,0.158,0.2056,12.6583,26.44,1.3252,Medium,1,9,0.632,On Track
8,3,0.3762,0.3106,0.6654,-0.2893,4.5085,97.33,0.3826,Medium,1,2,0.672,Delayed
4,2,0.409,0.45,0.4187,-0.0098,4.7765,37.77,1.0549,Medium,1,6,0.915,On Track
16,6,0.3839,0.354,0.4511,-0.0672,13.3015,27.06,1.3682,Medium,1,11,0.611,At Risk
13,9,0.6624,0.4486,0.5535,0.1089,16.2597,50.72,1.2808,Medium,1,6,0.934,On Track
5,2,0.4929,0.546,0.5094,-0.0165,3.926,66.92,0.7257,Low,0,9,0.428,At Risk
6,1,0.2327,0.2148,0.3404,-0.1077,2.938,60.97,0.3755,Medium,1,8,0.561,At Risk
8,2,0.2585,0.0033,0.247,0.0116,8.0981,98.49,0.2599,High,2,4,0.928,At Risk
19,6,0.3387,0.4546,0.3843,-0.0456,15.6127,47.39,0.7,High,2,1,0.836,At Risk
23,3,0.135,0.1078,0.2022,-0.0672,14.8348,68.95,0.193,High,2,11,0.79,At Risk
20,4,0.2222,0.0631,0.1811,0.041,22.0812,39.71,0.5458,Medium,1,4,0.597,At Risk
16,7,0.4098,0.4234,0.5276,-0.1178,13.2679,44.62,0.8983,Medium,1,9,0.607,At Risk
