_id,orgName,email,role,location,country,description,interests,skills,website,contact_person,phone,capacity_score,avg_project_budget,active_projects,languages,timezone,created_at
partner_1710,UrbanWorks 1710 (Startup),contact1710@urbanworks.org,Startup,"London, UK",UK,"SolarInitiative 1710 (Startup) focuses on water management and works on SDG 15, SDG 4, SDG 1, SDG 17. Operating primarily in London, UK.","SDG 15, SDG 4, SDG 1, SDG 17","Monitoring & Evaluation, Communications",https://www.urbanworks1710.org,Lead 1710,44785491179,95,10000,7,"English, Hindi",UTC,2023-02-07T06:12:22.380407Z
partner_1711,OceanNetwork 1711 (Foundation),contact1711@oceannetwork.org,Foundation,"Dubai, UAE",UAE,"RuralFoundation 1711 (Foundation) focuses on mobile app development and works on SDG 1, SDG 5. Operating primarily in Dubai, UAE.","SDG 1, SDG 5","Communications, Water Management",https://www.oceannetwork1711.org,Lead 1711,2884036248,46,50000,11,"English, Spanish",Asia/Dubai,2023-05-28T06:12:22.380407Z
partner_1712,FutureCollective 1712 (Government),contact1712@futurecollectiv.org,Government,"Dubai, UAE",UAE,"RuralPartners 1712 (Government) focuses on monitoring & evaluation and works on SDG 16. Operating primarily in Dubai, UAE.",SDG 16,"Renewable Energy, Monitoring & Evaluation, Project Management, Communications",https://www.futurecollectiv1712.org,Lead 1712,2393253936,48,10000,8,"English, French",Asia/Dubai,2022-05-02T06:12:22.380407Z
partner_1713,CommunityFoundation 1713 (Foundation),contact1713@communityfounda.org,Foundation,"Paris, France",France,"ImpactPartners 1713 (Foundation) focuses on monitoring & evaluation and works on SDG 6, SDG 14. Operating primarily in Paris, France.","SDG 6, SDG 14","Project Management, Renewable Energy, Communications, Data Analysis",https://www.communityfounda1713.org,Lead 1713,2699509858,67,25000,5,English,Europe/Paris,2024-06-05T06:12:22.380407Z
partner_1714,BlueSolutions 1714 (NGO),contact1714@bluesolutions.org,NGO,"New York, USA",USA,"SolarCollective 1714 (NGO) focuses on healthcare and works on SDG 5. Operating primarily in New York, USA.",SDG 5,"Community Engagement, Communications, Project Management",https://www.bluesolutions1714.org,Lead 1714,1781732298,87,100000,4,"English, Portuguese",UTC,2025-05-09T06:12:22.380407Z
partner_1715,BlueCollective 1715 (NGO),contact1715@bluecollective.org,NGO,"Paris, France",France,"RuralWorks 1715 (NGO) focuses on communications and works on SDG 17. Operating primarily in Paris, France.",SDG 17,"Fundraising, Monitoring & Evaluation, Communications",https://www.bluecollective1715.org,Lead 1715,2762760486,53,10000,10,"English, Portuguese",Europe/Paris,2025-10-21T06:12:22.380407Z
partner_1716,OceanNetwork 1716 (University),contact1716@oceannetwork.org,University,"Chennai, India",India,"SolarFoundation 1716 (University) focuses on data analysis and works on SDG 15, SDG 11. Operating primarily in Chennai, India.","SDG 15, SDG 11","Communications, Water Management, Logistics",https://www.oceannetwork1716.org,Lead 1716,91949506059,47,25000,3,"English, Swahili",Asia/Kolkata,2025-08-25T06:12:22.380407Z
partner_1717,RuralWorks 1717 (NGO),contact1717@ruralworks.org,NGO,"Jakarta, Indonesia",Indonesia,"OceanCollective 1717 (NGO) focuses on education and works on SDG 1, SDG 3, SDG 11. Operating primarily in Jakarta, Indonesia.","SDG 1, SDG 3, SDG 11","Project Management, Policy Advocacy, Communications, Research",https://www.ruralworks1717.org,Lead 1717,2434933317,91,25000,8,"English, Arabic",UTC,2022-06-17T06:12:22.380407Z
partner_1718,CommunityLabs 1718 (Government),contact1718@communitylabs.org,Government,"Toronto, Canada",Canada,"FutureLabs 1718 (Government) focuses on monitoring & evaluation and works on SDG 4, SDG 17, SDG 8, SDG 13. Operating primarily in Toronto, Canada.","SDG 4, SDG 17, SDG 8, SDG 13","Renewable Energy, Communications, Monitoring & Evaluation",https://www.communitylabs1718.org,Lead 1718,2201211974,92,25000,7,English,America/Toronto,2023-04-12T06:12:22.380407Z
partner_1719,CommunityWorks 1719 (Startup),contact1719@communityworks.org,Startup,"Dubai, UAE",UAE,"BlueCollective 1719 (Startup) focuses on monitoring & evaluation and works on SDG 4, SDG 14. Operating primarily in Dubai, UAE.","SDG 4, SDG 14","Data Analysis, Communications",https://www.communityworks1719.org,Lead 1719,1914818545,68,100000,12,"English, Spanish",Asia/Dubai,2022-06-03T06:12:22.380407Z
partner_1720,SolarCollective 1720 (Foundation),contact1720@solarcollective.org,Foundation,"Kolkata, India",India,"RuralFoundation 1720 (Foundation) focuses on community engagement and works on SDG 14. Operating primarily in Kolkata, India.",SDG 14,"Community Engagement, Healthcare, Communications",https://www.solarcollective1720.org,Lead 1720,91944447758,74,5000,7,"English, Mandarin",Asia/Kolkata,2024-02-26T06:12:22.380407Z
partner_1721,RuralCollective 1721 (Private Sector),contact1721@ruralcollective.org,Private Sector,"Berlin, Germany",Germany,"ImpactCollective 1721 (Private Sector) focuses on project management and works on SDG 1. Operating primarily in Berlin, Germany.",SDG 1,"GIS, Monitoring & Evaluation",https://www.ruralcollective1721.org,Lead 1721,2748940261,75,25000,5,English,UTC,2022-04-20T06:12:22.380407Z
partner_1722,CommunityInitiative 1722 (Private Sector),contact1722@communityinitia.org,Private Sector,"Berlin, Germany",Germany,"GreenCollective 1722 (Private Sector) focuses on community engagement and works on SDG 14, SDG 10, SDG 5. Operating primarily in Berlin, Germany.","SDG 14, SDG 10, SDG 5","Communications, Community Engagement, Project Management, Agriculture",https://www.communityinitia1722.org,Lead 1722,2278666837,83,50000,7,"English, Spanish",UTC,2025-07-30T06:12:22.380407Z
partner_1723,UrbanCollective 1723 (Government),contact1723@urbancollective.org,Government,Singapore,Singapore,"BlueWorks 1723 (Government) focuses on data analysis and works on SDG 12, SDG 8. Operating primarily in Singapore.","SDG 12, SDG 8","Logistics, Communications",https://www.urbancollective1723.org,Lead 1723,2770681324,73,100000,11,"English, Spanish",Asia/Singapore,2023-10-24T06:12:22.380407Z
partner_1724,SolarNetwork 1724 (Foundation),contact1724@solarnetwork.org,Foundation,"Bengaluru, India",India,"FutureSolutions 1724 (Foundation) focuses on water management and works on SDG 12, SDG 1, SDG 3, SDG 14. Operating primarily in Bengaluru, India.","SDG 12, SDG 1, SDG 3, SDG 14","Marine Science, Project Management, Monitoring & Evaluation, Water Management",https://www.solarnetwork1724.org,Lead 1724,91881168308,67,100000,2,"English, Portuguese",Asia/Kolkata,2025-01-14T06:12:22.380407Z
partner_1725,GreenCollective 1725 (Government),contact1725@greencollective.org,Government,"Tokyo, Japan",Japan,"BlueFoundation 1725 (Government) focuses on mobile app development and works on SDG 4. Operating primarily in Tokyo, Japan.",SDG 4,"Mobile App Development, Communications",https://www.greencollective1725.org,Lead 1725,2809484659,42,10000,2,"English, Mandarin",Asia/Tokyo,2022-11-11T06:12:22.380407Z
partner_1726,FutureCollective 1726 (Private Sector),contact1726@futurecollectiv.org,Private Sector,"London, UK",UK,"UrbanSolutions 1726 (Private Sector) focuses on logistics and works on SDG 14, SDG 17, SDG 11, SDG 4. Operating primarily in London, UK.","SDG 14, SDG 17, SDG 11, SDG 4","Project Management, Logistics",https://www.futurecollectiv1726.org,Lead 1726,44647505886,47,5000,6,English,UTC,2025-10-21T06:12:22.380407Z
partner_1727,GreenFoundation 1727 (NGO),contact1727@greenfoundation.org,NGO,Singapore,Singapore,"FuturePartners 1727 (NGO) focuses on data analysis and works on SDG 2, SDG 3. Operating primarily in Singapore.","SDG 2, SDG 3","Data Analysis, Project Management, Communications",https://www.greenfoundation1727.org,Lead 1727,1628579999,93,25000,7,"English, Spanish",Asia/Singapore,2023-09-13T06:12:22.380407Z
partner_1728,RuralLabs 1728 (Foundation),contact1728@rurallabs.org,Foundation,"Pune, India",India,"RuralLabs 1728 (Foundation) focuses on gis and works on SDG 7, SDG 2, SDG 16, SDG 3. Operating primarily in Pune, India.","SDG 7, SDG 2, SDG 16, SDG 3","Project Management, Mobile App Development, Communications",https://www.rurallabs1728.org,Lead 1728,91656026646,83,10000,9,"English, Hindi",Asia/Kolkata,2023-08-18T06:12:22.380407Z
partner_1729,SolarPartners 1729 (NGO),contact1729@solarpartners.org,NGO,Singapore,Singapore,"GreenInitiative 1729 (NGO) focuses on education and works on SDG 14, SDG 11. Operating primarily in Singapore.","SDG 14, SDG 11","Research, Project Management, Mobile App Development, Policy Advocacy",https://www.solarpartners1729.org,Lead 1729,2735781110,84,100000,9,"English, Hindi",Asia/Singapore,2023-12-14T06:12:22.380407Z
partner_1730,FuturePartners 1730 (Private Sector),contact1730@futurepartners(.org,Private Sector,"Lagos, Nigeria",Nigeria,"RuralWorks 1730 (Private Sector) focuses on renewable energy and works on SDG 7. Operating primarily in Lagos, Nigeria.",SDG 7,"Renewable Energy, Monitoring & Evaluation",https://www.futurepartners(1730.org,Lead 1730,1695814438,61,25000,7,"English, Portuguese",UTC,2023-08-15T06:12:22.380407Z
partner_1731,OceanSolutions 1731 (University),contact1731@oceansolutions.org,University,"London, UK",UK,"RuralWorks 1731 (University) focuses on education and works on SDG 4, SDG 12, SDG 10. Operating primarily in London, UK.","SDG 4, SDG 12, SDG 10","Policy Advocacy, Communications, Project Management, Mobile App Development",https://www.oceansolutions1731.org,Lead 1731,44932166451,58,100000,6,"English, French",UTC,2023-09-21T06:12:22.380407Z
partner_1732,BlueSolutions 1732 (Private Sector),contact1732@bluesolutions(p.org,Private Sector,"Bangkok, Thailand",Thailand,"OceanFoundation 1732 (Private Sector) focuses on marine science and works on SDG 10. Operating primarily in Bangkok, Thailand.",SDG 10,"Project Management, Policy Advocacy, Marine Science, Education",https://www.bluesolutions(p1732.org,Lead 1732,2730209630,76,25000,8,English,UTC,2025-02-15T06:12:22.380407Z
partner_1733,FutureFoundation 1733 (Private Sector),contact1733@futurefoundatio.org,Private Sector,"Dubai, UAE",UAE,"CommunityWorks 1733 (Private Sector) focuses on mobile app development and works on SDG 15. Operating primarily in Dubai, UAE.",SDG 15,"GIS, Mobile App Development",https://www.futurefoundatio1733.org,Lead 1733,2180529816,74,5000,11,"English, Swahili",Asia/Dubai,2025-07-17T06:12:22.380407Z
partner_1734,BlueInitiative 1734 (University),contact1734@blueinitiative.org,University,"Nairobi, Kenya",Kenya,"SolarLabs 1734 (University) focuses on fundraising and works on SDG 6, SDG 12, SDG 14. Operating primarily in Nairobi, Kenya.","SDG 6, SDG 12, SDG 14","Communications, Community Engagement, Project Management, Fundraising",https://www.blueinitiative1734.org,Lead 1734,2727815637,43,10000,10,"English, Hindi",UTC,2025-04-25T06:12:22.380407Z
partner_1735,RuralSolutions 1735 (University),contact1735@ruralsolutions.org,University,"Lagos, Nigeria",Nigeria,"ImpactFoundation 1735 (University) focuses on policy advocacy and works on SDG 16, SDG 17. Operating primarily in Lagos, Nigeria.","SDG 16, SDG 17","Communications, Community Engagement",https://www.ruralsolutions1735.org,Lead 1735,2305150192,42,50000,0,English,UTC,2024-11-04T06:12:22.380407Z
partner_1736,OceanSolutions 1736 (Startup),contact1736@oceansolutions.org,Startup,Singapore,Singapore,"GreenCollective 1736 (Startup) focuses on mobile app development and works on SDG 9, SDG 6. Operating primarily in Singapore.","SDG 9, SDG 6","Healthcare, Project Management, Communications, Communications",https://www.oceansolutions1736.org,Lead 1736,2895995840,44,25000,6,"English, Portuguese",Asia/Singapore,2025-06-25T06:12:22.380407Z
partner_1737,BlueInitiative 1737 (Foundation),contact1737@blueinitiative.org,Foundation,"Pune, India",India,"ImpactPartners 1737 (Foundation) focuses on agriculture and works on SDG 13, SDG 6, SDG 12, SDG 8. Operating primarily in Pune, India.","SDG 13, SDG 6, SDG 12, SDG 8","Healthcare, Communications",https://www.blueinitiative1737.org,Lead 1737,91778428604,55,5000,9,English,Asia/Kolkata,2025-01-26T06:12:22.380407Z
partner_1738,CommunityWorks 1738 (Foundation),contact1738@communityworks.org,Foundation,"Mumbai, India",India,"OceanFoundation 1738 (Foundation) focuses on mobile app development and works on SDG 1, SDG 5, SDG 3, SDG 6. Operating primarily in Mumbai, India.","SDG 1, SDG 5, SDG 3, SDG 6","Communications, Communications, Water Management, Project Management",https://www.communityworks1738.org,Lead 1738,91752228108,82,10000,11,"English, Mandarin",Asia/Kolkata,2025-02-26T06:12:22.380407Z
partner_1739,RuralCollective 1739 (Government),contact1739@ruralcollective.org,Government,"Lagos, Nigeria",Nigeria,"RuralSolutions 1739 (Government) focuses on monitoring & evaluation and works on SDG 1, SDG 10, SDG 14. Operating primarily in Lagos, Nigeria.","SDG 1, SDG 10, SDG 14","Renewable Energy, Data Analysis, Project Management",https://www.ruralcollective1739.org,Lead 1739,2834916633,85,100000,11,English,UTC,2024-03-20T06:12:22.380407Z
partner_1740,GreenLabs 1740 (Government),contact1740@greenlabs.org,Government,"Nairobi, Kenya",Kenya,"RuralFoundation 1740 (Government) focuses on marine science and works on SDG 4, SDG 6, SDG 17, SDG 8. Operating primarily in Nairobi, Kenya.","SDG 4, SDG 6, SDG 17, SDG 8","Education, Project Management",https://www.greenlabs1740.org,Lead 1740,2997208601,66,10000,11,"English, Mandarin",UTC,2022-09-25T06:12:22.380407Z
partner_1741,SolarInitiative 1741 (Foundation),contact1741@solarinitiative.org,Foundation,"London, UK",UK,"GreenWorks 1741 (Foundation) focuses on communications and works on SDG 11, SDG 15, SDG 4, SDG 12. Operating primarily in London, UK.","SDG 11, SDG 15, SDG 4, SDG 12","Communications, Project Management",https://www.solarinitiative1741.org,Lead 1741,44626006531,40,10000,9,"English, Portuguese",UTC,2023-07-28T06:12:22.380407Z
partner_1742,RuralCollective 1742 (University),contact1742@ruralcollective.org,University,"Sydney, Australia",Australia,"OceanLabs 1742 (University) focuses on healthcare and works on SDG 12, SDG 7, SDG 10, SDG 15. Operating primarily in Sydney, Australia.","SDG 12, SDG 7, SDG 10, SDG 15","Mobile App Development, Communications, Renewable Energy",https://www.ruralcollective1742.org,Lead 1742,1677423710,75,5000,3,"English, French",Australia/Sydney,2025-06-17T06:12:22.380407Z
partner_1743,BlueNetwork 1743 (Private Sector),contact1743@bluenetwork(pri.org,Private Sector,"London, UK",UK,"GreenSolutions 1743 (Private Sector) focuses on logistics and works on SDG 3, SDG 12, SDG 5, SDG 15. Operating primarily in London, UK.","SDG 3, SDG 12, SDG 5, SDG 15","Fundraising, Project Management, Agriculture, Communications",https://www.bluenetwork(pri1743.org,Lead 1743,44941473911,75,5000,9,"English, Arabic",UTC,2024-06-18T06:12:22.380407Z
partner_1744,FutureFoundation 1744 (Private Sector),contact1744@futurefoundatio.org,Private Sector,"Berlin, Germany",Germany,"GreenInitiative 1744 (Private Sector) focuses on communications and works on SDG 3, SDG 15. Operating primarily in Berlin, Germany.","SDG 3, SDG 15","Communications, Communications, Fundraising",https://www.futurefoundatio1744.org,Lead 1744,1698693539,53,10000,11,English,UTC,2022-10-30T06:12:22.380407Z
partner_1745,GreenCollective 1745 (Foundation),contact1745@greencollective.org,Foundation,"Bengaluru, India",India,"TerraLabs 1745 (Foundation) focuses on communications and works on SDG 15, SDG 2. Operating primarily in Bengaluru, India.","SDG 15, SDG 2","Communications, Monitoring & Evaluation",https://www.greencollective1745.org,Lead 1745,91605152391,71,25000,1,"English, Swahili",Asia/Kolkata,2024-09-17T06:12:22.380407Z
partner_1746,UrbanFoundation 1746 (NGO),contact1746@urbanfoundation.org,NGO,Singapore,Singapore,"FutureCollective 1746 (NGO) focuses on healthcare and works on SDG 5, SDG 17, SDG 16. Operating primarily in Singapore.","SDG 5, SDG 17, SDG 16","Healthcare, Community Engagement",https://www.urbanfoundation1746.org,Lead 1746,2212505582,72,5000,9,"English, Hindi",Asia/Singapore,2024-02-16T06:12:22.380407Z
partner_1747,RuralCollective 1747 (NGO),contact1747@ruralcollective.org,NGO,"Mumbai, India",India,"CommunityWorks 1747 (NGO) focuses on agriculture and works on SDG 8, SDG 4, SDG 10, SDG 2. Operating primarily in Mumbai, India.","SDG 8, SDG 4, SDG 10, SDG 2","GIS, Research",https://www.ruralcollective1747.org,Lead 1747,91675220159,58,50000,12,English,Asia/Kolkata,2022-03-27T06:12:22.380407Z
partner_1748,FutureSolutions 1748 (University),contact1748@futuresolutions.org,University,"Paris, France",France,"BluePartners 1748 (University) focuses on marine science and works on SDG 15, SDG 12, SDG 10, SDG 1. Operating primarily in Paris, France.","SDG 15, SDG 12, SDG 10, SDG 1","Policy Advocacy, Project Management, Communications, Education",https://www.futuresolutions1748.org,Lead 1748,1806352763,63,5000,3,"English, French",Europe/Paris,2025-04-28T06:12:22.380407Z
partner_1749,SolarSolutions 1749 (Startup),contact1749@solarsolutions.org,Startup,"Toronto, Canada",Canada,"UrbanWorks 1749 (Startup) focuses on communications and works on SDG 5, SDG 15, SDG 7. Operating primarily in Toronto, Canada.","SDG 5, SDG 15, SDG 7","Fundraising, Monitoring & Evaluation, Communications, Project Management",https://www.solarsolutions1749.org,Lead 1749,1879192249,69,5000,0,"English, Swahili",America/Toronto,2022-06-28T06:12:22.380407Z
partner_1750,ImpactWorks 1750 (Startup),contact1750@impactworks.org,Startup,"Mumbai, India",India,"CommunityPartners 1750 (Startup) focuses on data analysis and works on SDG 15, SDG 11, SDG 16, SDG 5. Operating primarily in Mumbai, India.","SDG 15, SDG 11, SDG 16, SDG 5","Monitoring & Evaluation, Research, Project Management",https://www.impactworks1750.org,Lead 1750,91973959545,68,10000,10,"English, Spanish",Asia/Kolkata,2024-06-12T06:12:22.380407Z
partner_1751,ImpactNetwork 1751 (University),contact1751@impactnetwork.org,University,"Pune, India",India,"ImpactInitiative 1751 (University) focuses on education and works on SDG 7. Operating primarily in Pune, India.",SDG 7,"Project Management, Communications",https://www.impactnetwork1751.org,Lead 1751,91890805104,71,10000,1,"English, Arabic",Asia/Kolkata,2022-03-27T06:12:22.380407Z
partner_1752,UrbanLabs 1752 (Government),contact1752@urbanlabs.org,Government,Singapore,Singapore,"CommunityPartners 1752 (Government) focuses on logistics and works on SDG 5, SDG 6. Operating primarily in Singapore.","SDG 5, SDG 6","Agriculture, Monitoring & Evaluation, Communications, Project Management",https://www.urbanlabs1752.org,Lead 1752,1735056519,48,10000,8,English,Asia/Singapore,2023-11-20T06:12:22.380407Z
partner_1753,SolarNetwork 1753 (University),contact1753@solarnetwork.org,University,"Paris, France",France,"BlueWorks 1753 (University) focuses on community engagement and works on SDG 1. Operating primarily in Paris, France.",SDG 1,"Project Management, Agriculture, Communications, Healthcare",https://www.solarnetwork1753.org,Lead 1753,2125846567,74,100000,1,"English, Portuguese",Europe/Paris,2025-03-08T06:12:22.380407Z
partner_1754,UrbanPartners 1754 (Foundation),contact1754@urbanpartners.org,Foundation,"Bangkok, Thailand",Thailand,"ImpactPartners 1754 (Foundation) focuses on communications and works on SDG 9, SDG 14. Operating primarily in Bangkok, Thailand.","SDG 9, SDG 14","Fundraising, Monitoring & Evaluation, Communications, Communications",https://www.urbanpartners1754.org,Lead 1754,2664250164,95,100000,12,"English, Portuguese",UTC,2024-10-24T06:12:22.380407Z
partner_1755,GreenLabs 1755 (University),contact1755@greenlabs.org,University,"London, UK",UK,"UrbanWorks 1755 (University) focuses on community engagement and works on SDG 15, SDG 5. Operating primarily in London, UK.","SDG 15, SDG 5","Communications, Community Engagement, Project Management",https://www.greenlabs1755.org,Lead 1755,44848764901,59,100000,10,"English, Spanish",UTC,2025-04-06T06:12:22.380407Z
partner_1756,BlueNetwork 1756 (Startup),contact1756@bluenetwork.org,Startup,"London, UK",UK,"RuralPartners 1756 (Startup) focuses on policy advocacy and works on SDG 9, SDG 5, SDG 11, SDG 7. Operating primarily in London, UK.","SDG 9, SDG 5, SDG 11, SDG 7","Policy Advocacy, Community Engagement",https://www.bluenetwork1756.org,Lead 1756,44617132333,54,50000,4,"English, Portuguese",UTC,2023-11-10T06:12:22.380407Z
partner_1757,SolarSolutions 1757 (Startup),contact1757@solarsolutions.org,Startup,"New York, USA",USA,"GreenFoundation 1757 (Startup) focuses on policy advocacy and works on SDG 2, SDG 15, SDG 11, SDG 10. Operating primarily in New York, USA.","SDG 2, SDG 15, SDG 11, SDG 10","Policy Advocacy, Project Management, Community Engagement",https://www.solarsolutions1757.org,Lead 1757,1679388586,81,10000,4,English,UTC,2025-04-20T06:12:22.380407Z
partner_1758,UrbanFoundation 1758 (Foundation),contact1758@urbanfoundation.org,Foundation,"Toronto, Canada",Canada,"BlueCollective 1758 (Foundation) focuses on communications and works on SDG 4. Operating primarily in Toronto, Canada.",SDG 4,"Fundraising, Communications, Communications",https://www.urbanfoundation1758.org,Lead 1758,1640993308,83,5000,5,"English, Swahili",America/Toronto,2023-09-03T06:12:22.380407Z
partner_1759,UrbanLabs 1759 (NGO),contact1759@urbanlabs.org,NGO,"Delhi, India",India,"GreenNetwork 1759 (NGO) focuses on project management and works on SDG 10. Operating primarily in Delhi, India.",SDG 10,"Project Management, Monitoring & Evaluation, GIS",https://www.urbanlabs1759.org,Lead 1759,91796487373,77,25000,0,"English, Hindi",Asia/Kolkata,2025-06-12T06:12:22.380407Z
partner_1760,SolarSolutions 1760 (Private Sector),contact1760@solarsolutions(.org,Private Sector,"Tokyo, Japan",Japan,"FutureWorks 1760 (Private Sector) focuses on water management and works on SDG 17. Operating primarily in Tokyo, Japan.",SDG 17,"Water Management, Communications, Communications",https://www.solarsolutions(1760.org,Lead 1760,2328859394,48,5000,12,"English, French",Asia/Tokyo,2025-04-06T06:12:22.380407Z
partner_1761,OceanInitiative 1761 (Private Sector),contact1761@oceaninitiative.org,Private Sector,"Nairobi, Kenya",Kenya,"RuralNetwork 1761 (Private Sector) focuses on communications and works on SDG 11, SDG 4. Operating primarily in Nairobi, Kenya.","SDG 11, SDG 4","Project Management, Communications, Communications",https://www.oceaninitiative1761.org,Lead 1761,2333487932,74,25000,12,"English, Portuguese",UTC,2024-11-24T06:12:22.380407Z
partner_1762,CommunityWorks 1762 (NGO),contact1762@communityworks.org,NGO,"Paris, France",France,"CommunityPartners 1762 (NGO) focuses on education and works on SDG 16, SDG 6, SDG 10, SDG 9. Operating primarily in Paris, France.","SDG 16, SDG 6, SDG 10, SDG 9","Mobile App Development, Project Management, Communications",https://www.communityworks1762.org,Lead 1762,2726250810,78,5000,5,"English, Arabic",Europe/Paris,2022-02-18T06:12:22.380407Z
partner_1763,SolarWorks 1763 (Private Sector),contact1763@solarworks(priv.org,Private Sector,"London, UK",UK,"UrbanNetwork 1763 (Private Sector) focuses on project management and works on SDG 3, SDG 16, SDG 8, SDG 12. Operating primarily in London, UK.","SDG 3, SDG 16, SDG 8, SDG 12","Project Management, Communications",https://www.solarworks(priv1763.org,Lead 1763,44980260229,95,10000,3,"English, Hindi",UTC,2024-11-05T06:12:22.380407Z
partner_1764,TerraWorks 1764 (Foundation),contact1764@terraworks.org,Foundation,"Lagos, Nigeria",Nigeria,"FuturePartners 1764 (Foundation) focuses on project management and works on SDG 8, SDG 6. Operating primarily in Lagos, Nigeria.","SDG 8, SDG 6","Project Management, GIS",https://www.terraworks1764.org,Lead 1764,2628086585,92,50000,4,"English, Arabic",UTC,2023-03-08T06:12:22.380407Z
partner_1765,OceanPartners 1765 (Private Sector),contact1765@oceanpartners(p.org,Private Sector,"Kolkata, India",India,"UrbanCollective 1765 (Private Sector) focuses on marine science and works on SDG 13, SDG 1, SDG 3, SDG 4. Operating primarily in Kolkata, India.","SDG 13, SDG 1, SDG 3, SDG 4","Project Management, Education",https://www.oceanpartners(p1765.org,Lead 1765,91969290870,82,5000,9,"English, Hindi",Asia/Kolkata,2025-06-02T06:12:22.380407Z
partner_1766,TerraWorks 1766 (Government),contact1766@terraworks.org,Government,"Nairobi, Kenya",Kenya,"RuralSolutions 1766 (Government) focuses on community engagement and works on SDG 14, SDG 17, SDG 12. Operating primarily in Nairobi, Kenya.","SDG 14, SDG 17, SDG 12","Project Management, Agriculture, Healthcare, Community Engagement",https://www.terraworks1766.org,Lead 1766,1750520234,48,10000,4,"English, Hindi",UTC,2023-02-25T06:12:22.380407Z
partner_1767,BlueNetwork 1767 (Startup),contact1767@bluenetwork.org,Startup,Singapore,Singapore,SolarFoundation 1767 (Startup) focuses on project management and works on SDG 1. Operating primarily in Singapore.,SDG 1,"Communications, Communications, Project Management",https://www.bluenetwork1767.org,Lead 1767,2304537929,85,100000,8,"English, Arabic",Asia/Singapore,2025-04-11T06:12:22.380407Z
partner_1768,SolarSolutions 1768 (Private Sector),contact1768@solarsolutions(.org,Private Sector,"Mumbai, India",India,"SolarPartners 1768 (Private Sector) focuses on water management and works on SDG 4, SDG 11. Operating primarily in Mumbai, India.","SDG 4, SDG 11","Monitoring & Evaluation, Marine Science",https://www.solarsolutions(1768.org,Lead 1768,91896064881,63,25000,5,"English, Arabic",Asia/Kolkata,2025-10-02T06:12:22.380407Z
partner_1769,RuralNetwork 1769 (NGO),contact1769@ruralnetwork.org,NGO,"Dubai, UAE",UAE,"CommunityWorks 1769 (NGO) focuses on monitoring & evaluation and works on SDG 4. Operating primarily in Dubai, UAE.",SDG 4,"Project Management, Monitoring & Evaluation, Renewable Energy",https://www.ruralnetwork1769.org,Lead 1769,2866790976,93,50000,0,"English, Arabic",Asia/Dubai,2023-11-14T06:12:22.380407Z
partner_1770,TerraLabs 1770 (NGO),contact1770@terralabs.org,NGO,"Sydney, Australia",Australia,"ImpactNetwork 1770 (NGO) focuses on marine science and works on SDG 3, SDG 7, SDG 1, SDG 16. Operating primarily in Sydney, Australia.","SDG 3, SDG 7, SDG 1, SDG 16","Marine Science, Project Management, Policy Advocacy",https://www.terralabs1770.org,Lead 1770,2168158422,62,50000,9,"English, Arabic",Australia/Sydney,2024-06-25T06:12:22.380407Z
partner_1771,TerraWorks 1771 (Foundation),contact1771@terraworks.org,Foundation,"Bengaluru, India",India,"ImpactFoundation 1771 (Foundation) focuses on water management and works on SDG 16. Operating primarily in Bengaluru, India.",SDG 16,"Communications, Communications",https://www.terraworks1771.org,Lead 1771,91654292333,44,50000,3,"English, Spanish",Asia/Kolkata,2024-03-18T06:12:22.380407Z
partner_1772,TerraNetwork 1772 (NGO),contact1772@terranetwork.org,NGO,"Paris, France",France,"GreenNetwork 1772 (NGO) focuses on data analysis and works on SDG 15, SDG 5. Operating primarily in Paris, France.","SDG 15, SDG 5","Research, Monitoring & Evaluation, Data Analysis",https://www.terranetwork1772.org,Lead 1772,2568036223,94,50000,0,"English, Hindi",Europe/Paris,2024-05-12T06:12:22.380407Z
partner_1773,OceanLabs 1773 (Foundation),contact1773@oceanlabs.org,Foundation,"Sydney, Australia",Australia,"RuralNetwork 1773 (Foundation) focuses on renewable energy and works on SDG 12, SDG 4, SDG 1, SDG 6. Operating primarily in Sydney, Australia.","SDG 12, SDG 4, SDG 1, SDG 6","Renewable Energy, Project Management, Monitoring & Evaluation, Communications",https://www.oceanlabs1773.org,Lead 1773,2286256152,88,5000,7,"English, Hindi",Australia/Sydney,2025-06-24T06:12:22.380407Z
partner_1774,UrbanFoundation 1774 (University),contact1774@urbanfoundation.org,University,"Bengaluru, India",India,"RuralInitiative 1774 (University) focuses on agriculture and works on SDG 15, SDG 17, SDG 6. Operating primarily in Bengaluru, India.","SDG 15, SDG 17, SDG 6","Project Management, Communications",https://www.urbanfoundation1774.org,Lead 1774,91874878341,66,100000,10,"English, Portuguese",Asia/Kolkata,2022-01-08T06:12:22.380407Z
partner_1775,RuralNetwork 1775 (Foundation),contact1775@ruralnetwork.org,Foundation,"Delhi, India",India,"ImpactSolutions 1775 (Foundation) focuses on project management and works on SDG 9, SDG 16, SDG 11. Operating primarily in Delhi, India.","SDG 9, SDG 16, SDG 11","Monitoring & Evaluation, Project Management",https://www.ruralnetwork1775.org,Lead 1775,91849168710,81,25000,1,"English, Arabic",Asia/Kolkata,2024-07-31T06:12:22.380407Z
